animal_id,datetime_intake,found_location,intake_type,intake_condition,animal_type_intake,breed_intake,color_intake,datetime_outcome,date_of_birth,binary_outcome,neuter_status_intake,sex,neuter_status_outcome,age_upon_intake_days,age_upon_outcome_days,time_in_shelter,month_intake,month_outcome,time_in_shelter_days,found_city,animal_breed,animal_color
A814506,2020-03-01 12:15:00,12108 Briarcreek Loop in Manor (TX),Stray,Normal,Dog,Miniature Poodle Mix,White,2020-03-03 18:59:00,2018-03-01 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,2 days 06:44:00.000000000,3,3,2.0,Manor (TX),other,White
A814505,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Black,2020-03-05 17:02:00,2019-12-10 00:00:00,False,Not neutered,Female,Neutered,61,61.0,4 days 05:38:00.000000000,3,3,4.0,Leander (TX),Domestic Mixed Dog,Black
A814504,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2020-03-03 17:51:00,2019-12-10 00:00:00,False,Not neutered,Male,Not neutered,61,61.0,2 days 06:27:00.000000000,3,3,2.0,Leander (TX),Domestic Mixed Dog,Brown
A814503,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2020-03-03 17:52:00,2019-12-10 00:00:00,False,Not neutered,Male,Not neutered,61,61.0,2 days 06:28:00.000000000,3,3,2.0,Leander (TX),Domestic Mixed Dog,Brown
A814502,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Blue Tabby/White,2020-03-05 16:43:00,2019-12-10 00:00:00,False,Not neutered,Female,Neutered,61,61.0,4 days 05:19:00.000000000,3,3,4.0,Leander (TX),Domestic Mixed Dog,Blue
A814501,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-05 10:58:00,2019-09-01 00:00:00,False,Not neutered,,Not neutered,152,182.0,3 days 23:34:00.000000000,3,3,3.0,Leander (TX),Domestic Mixed Dog,Orange 
A814500,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Cream Tabby,2020-03-05 10:58:00,2019-09-01 00:00:00,False,Not neutered,,Not neutered,152,182.0,3 days 23:34:00.000000000,3,3,3.0,Leander (TX),Domestic Mixed Dog,Cream 
A814499,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Medium Hair,Orange Tabby,2020-03-05 10:58:00,2019-09-01 00:00:00,False,Not neutered,,Not neutered,152,182.0,3 days 23:34:00.000000000,3,3,3.0,Leander (TX),Domestic Mixed Dog,Orange 
A814498,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Longhair,Cream Tabby/White,2020-03-05 14:51:00,2019-09-01 00:00:00,False,Not neutered,,Not neutered,152,182.0,4 days 03:27:00.000000000,3,3,4.0,Leander (TX),Domestic Mixed Dog,Cream 
A814497,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Cream Tabby,2020-03-05 14:51:00,2019-09-01 00:00:00,False,Not neutered,,Not neutered,152,182.0,4 days 03:27:00.000000000,3,3,4.0,Leander (TX),Domestic Mixed Dog,Cream 
A814496,2020-03-01 11:24:00,14608 Rock Cliff Drive in Leander (TX),Stray,Normal,Cat,Domestic Shorthair,Calico,2020-03-05 14:53:00,2019-09-01 00:00:00,False,Not neutered,Female,Not neutered,152,182.0,4 days 03:29:00.000000000,3,3,4.0,Leander (TX),Domestic Mixed Dog,Tricolor
A814494,2020-03-01 11:38:00,Austin (TX),Owner Surrender,Normal,Dog,German Shepherd Mix,Black/Brown,2020-03-15 12:42:00,2019-10-01 00:00:00,False,Not neutered,Female,Neutered,122,152.0,14 days 01:04:00.000000000,3,3,14.0,Austin (TX),German Shepherd,Black
A814493,2020-03-01 11:05:00,8908 Ramirez Lane in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Black,2020-03-05 14:53:00,2018-03-01 00:00:00,False,Not neutered,,Not neutered,730,730.0,4 days 03:48:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Black
A814492,2020-03-01 11:04:00,200 Lohman Ford Road in Leander (TX),Stray,Normal,Dog,German Shepherd Mix,Brown/Black,2020-03-02 11:23:00,2019-10-02 00:00:00,False,Not neutered,Male,Not neutered,122,122.0,1 days 00:19:00.000000000,3,3,1.0,Leander (TX),German Shepherd,Brown
A814489,2020-03-01 10:38:00,500 E Riverside Dr in Austin (TX),Stray,Injured,Dog,Miniature Poodle,White,2020-03-04 16:29:00,2015-03-01 00:00:00,True,Not neutered,Male,Not neutered,1825,1825.0,3 days 05:51:00.000000000,3,3,3.0,Austin (TX),other,White
A814487,2020-03-01 10:33:00,1830 Simond Ave in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-01 19:16:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 08:43:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A814486,2020-03-01 08:14:00,1030 Norwood Park Boulevard in Austin (TX),Stray,Normal,Dog,German Shepherd Mix,Black/Brown,2020-03-12 12:11:00,2017-03-01 00:00:00,False,Not neutered,Male,Neutered,1095,1095.0,11 days 03:57:00.000000000,3,3,11.0,Austin (TX),German Shepherd,Black
A814480,2020-02-29 20:05:00,1511 S Congress in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Brown,2020-03-01 19:07:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 23:02:00.000000000,2,3,0.0,Austin (TX),Bat,Brown
A814476,2020-03-08 15:02:00,Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever,Black/White,2020-03-10 19:03:00,2019-07-29 00:00:00,False,Neutered,Male,Neutered,213,213.0,2 days 04:01:00.000000000,3,3,2.0,Austin (TX),Labrador Retriever,Black
A814475,2020-02-29 16:36:00,East Riverside Drive And Wickersham Lane in Austin (TX),Stray,Normal,Dog,Labrador Retriever,Black/White,2020-03-08 16:38:00,2019-07-29 00:00:00,False,Not neutered,Male,Neutered,213,213.0,8 days 00:02:00.000000000,2,3,8.0,Austin (TX),Labrador Retriever,Black
A814473,2020-02-29 16:22:00,2409 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Black,2020-03-01 18:57:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 02:35:00.000000000,2,3,1.0,Austin (TX),Bat,Brown
A814472,2020-02-29 20:40:00,1712 E 11Th St in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Brown,2020-03-01 19:14:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 22:34:00.000000000,2,3,0.0,Austin (TX),Bat,Brown
A814471,2020-02-29 20:35:00,1712 E 11Th in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Brown,2020-03-01 19:12:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 22:37:00.000000000,2,3,0.0,Austin (TX),Bat,Brown
A814470,2020-02-29 16:08:00,14201 Eucalyptus in Travis (TX),Stray,Normal,Dog,Manchester Terrier Mix,Black/Brown,2020-02-29 17:21:00,2010-11-19 00:00:00,False,Neutered,Male,Neutered,3285,3285.0,0 days 01:13:00.000000000,2,2,0.0,Travis (TX),other,Black
A814469,2020-02-29 16:07:00,2311 Burleson Road in Austin (TX),Stray,Normal,Dog,Pit Bull,Brown Brindle,2020-03-05 19:22:00,2018-03-01 00:00:00,False,Not neutered,Male,Neutered,730,730.0,5 days 03:15:00.000000000,2,3,5.0,Austin (TX),Pit Bull,Brown
A814467,2020-02-29 16:13:00,1712 E 11Th St in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Brown,2020-03-01 18:54:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 02:41:00.000000000,2,3,1.0,Austin (TX),Bat,Brown
A814466,2020-02-29 15:55:00,9701 South Congress in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,White/Blue Tabby,2020-03-04 10:34:00,2019-03-01 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 18:39:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,White
A814465,2020-02-29 15:59:00,Austin (TX),Public Assist,Normal,Dog,Beagle/Labrador Retriever,Tan,2020-03-10 14:16:00,2016-04-29 00:00:00,False,Neutered,Male,Neutered,1095,1095.0,9 days 22:17:00.000000000,2,3,9.0,Austin (TX),other,Tan
A814464,2020-02-29 15:54:00,13212 N Lamar Blvd in Austin (TX),Wildlife,Sick,Other,Bat,Brown,2020-02-29 18:32:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 02:38:00.000000000,2,2,0.0,Austin (TX),Bat,Brown
A814463,2020-02-29 15:23:00,Travis (TX),Owner Surrender,Normal,Dog,West Highland,White,2020-03-10 17:26:00,2018-06-01 00:00:00,False,Neutered,Male,Neutered,365,365.0,10 days 02:03:00.000000000,2,3,10.0,Travis (TX),other,White
A814462,2020-02-29 15:07:00,16608 Aventura Avenue in Pflugerville (TX),Stray,Normal,Dog,Yorkshire Terrier,Tan/Black,2020-03-04 16:22:00,2018-03-01 00:00:00,False,Not neutered,Female,Neutered,730,730.0,4 days 01:15:00.000000000,2,3,4.0,Pflugerville (TX),Yorkshire Terrier,Tan
A814461,2020-02-29 15:04:00,5201 Bogey Court in Austin (TX),Stray,Injured,Dog,Maltese/Chihuahua Shorthair,White/Black,2020-03-08 12:19:00,2019-09-14 00:00:00,False,Not neutered,Male,Not neutered,152,152.0,7 days 21:15:00.000000000,2,3,7.0,Austin (TX),Maltese,White
A814458,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair Mix,White/Brown Tabby,2020-03-03 17:52:00,2019-11-29 00:00:00,False,Neutered,Male,Neutered,91,91.0,3 days 03:25:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,White
A814457,2020-02-29 14:39:00,13710 Merseyside Drive in Travis (TX),Stray,Normal,Dog,Pit Bull,Blue/White,2020-03-01 14:02:00,2019-03-01 00:00:00,False,Not neutered,Female,Not neutered,365,365.0,0 days 23:23:00.000000000,2,3,0.0,Travis (TX),Pit Bull,Blue
A814456,2020-02-29 14:35:00,2513 Allred Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Tortie,2020-02-29 16:32:00,2020-02-25 00:00:00,False,Not neutered,Female,Not neutered,4,4.0,0 days 01:57:00.000000000,2,2,0.0,Austin (TX),Domestic Mixed Dog,Tricolor
A814455,2020-02-29 14:35:00,2513 Allred Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,2020-02-29 16:32:00,2020-02-25 00:00:00,False,Not neutered,Male,Not neutered,4,4.0,0 days 01:57:00.000000000,2,2,0.0,Austin (TX),Domestic Mixed Dog,Cream 
A814454,2020-02-29 14:35:00,2513 Allred Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,2020-02-29 16:31:00,2020-02-25 00:00:00,False,Not neutered,Male,Not neutered,4,4.0,0 days 01:56:00.000000000,2,2,0.0,Austin (TX),Domestic Mixed Dog,Cream 
A814453,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby/White,2020-03-01 14:28:00,2019-11-29 00:00:00,False,Neutered,Female,Neutered,91,91.0,1 days 00:01:00.000000000,2,3,1.0,Austin (TX),Domestic Mixed Dog,Brown
A814452,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black/White,2020-03-06 19:17:00,2019-11-29 00:00:00,False,Neutered,Male,Neutered,91,91.0,6 days 04:50:00.000000000,2,3,6.0,Austin (TX),Domestic Mixed Dog,Black
A814451,2020-02-29 14:24:00,7901 East Ben White Boulevard in Austin (TX),Stray,Normal,Dog,Black/Tan Hound/Doberman Pinsch,Black/Red,2020-03-12 12:11:00,2019-03-01 00:00:00,False,Not neutered,Male,Neutered,365,365.0,11 days 21:47:00.000000000,2,3,11.0,Austin (TX),other,Black
A814450,2020-02-29 14:10:00,59608 Havant Way in Travis (TX),Stray,Aged,Dog,Yorkshire Terrier,Brown/Black,2020-02-29 17:12:00,2006-03-01 00:00:00,False,Not neutered,Male,Not neutered,5110,5110.0,0 days 03:02:00.000000000,2,2,0.0,Travis (TX),Yorkshire Terrier,Brown
A814449,2020-02-29 14:04:00,Palm Way And Mopac in Austin (TX),Stray,Normal,Dog,Pit Bull Mix,Black/White,2020-03-06 16:17:00,2019-10-29 00:00:00,False,Not neutered,Male,Neutered,122,122.0,6 days 02:13:00.000000000,2,3,6.0,Austin (TX),Pit Bull,Black
A814448,2020-02-29 13:53:00,Runderg And North Lamar in Austin (TX),Stray,Normal,Dog,Beagle Mix,Brown/White,2020-03-06 18:28:00,2019-08-29 00:00:00,False,Not neutered,Female,Neutered,182,182.0,6 days 04:35:00.000000000,2,3,6.0,Austin (TX),other,Brown
A814447,2020-02-29 13:51:00,12506 Monaghan Trail in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Black,2020-03-04 10:35:00,2015-03-01 00:00:00,False,Not neutered,Male,Not neutered,1825,1825.0,3 days 20:44:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,Black
A814446,2020-02-29 13:31:00,1012 Fieldwood Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Black,2020-03-04 10:36:00,2019-03-01 00:00:00,False,Not neutered,,Not neutered,365,365.0,3 days 21:05:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,Black
A814445,2020-02-29 13:15:00,6317 Del Monte Road in Austin (TX),Stray,Normal,Cat,Domestic Medium Hair Mix,Blue/White,2020-03-04 10:40:00,2018-03-01 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,3 days 21:25:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,Blue
A814444,2020-02-29 13:17:00,13504 Fern Grove Court in Manor (TX),Stray,Aged,Dog,Chihuahua Shorthair,Tan,2020-02-29 15:33:00,2005-03-01 00:00:00,False,Neutered,Female,Neutered,5475,5475.0,0 days 02:16:00.000000000,2,2,0.0,Manor (TX),Chihuahua ,Tan
A814443,2020-02-29 13:05:00,2905 Pecan Springs Road in Austin (TX),Stray,Normal,Dog,Chihuahua Shorthair,Red,2020-03-07 17:26:00,2019-03-01 00:00:00,False,Not neutered,Female,Neutered,365,365.0,7 days 04:21:00.000000000,2,3,7.0,Austin (TX),Chihuahua ,Red
A814441,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Guinea Pig,Gray,2020-03-01 15:43:00,2018-08-29 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,1 days 03:11:00.000000000,2,3,1.0,Austin (TX),Guinea Pig,Gray
A814440,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Guinea Pig,Tan,2020-03-01 15:42:00,2018-08-29 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,1 days 03:10:00.000000000,2,3,1.0,Austin (TX),Guinea Pig,Tan
A814439,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Guinea Pig,Brown,2020-03-01 15:41:00,2018-08-29 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,1 days 03:09:00.000000000,2,3,1.0,Austin (TX),Guinea Pig,Brown
A814438,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Guinea Pig,Calico,2020-03-01 15:39:00,2018-08-29 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,1 days 03:07:00.000000000,2,3,1.0,Austin (TX),Guinea Pig,Tricolor
A814437,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Guinea Pig,Calico,2020-03-01 15:39:00,2018-08-29 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,1 days 03:07:00.000000000,2,3,1.0,Austin (TX),Guinea Pig,Tricolor
A814435,2020-02-29 12:06:00,Bluff Bend Drive And Childress Drive in Austin (TX),Stray,Normal,Cat,Domestic Medium Hair,Orange Tabby/White,2020-03-04 10:40:00,2019-03-01 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 22:34:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,Orange 
A814434,2020-02-29 12:06:00,Bluff Bend Drive And Childress Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2020-03-04 10:41:00,2019-03-01 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 22:35:00.000000000,2,3,3.0,Austin (TX),Domestic Mixed Dog,Brown
A814433,2020-02-29 12:05:00,Travis (TX),Wildlife,Injured,Other,Rabbit Sh,Gray,2020-02-29 12:13:00,2020-02-25 00:00:00,True,Not neutered,,Not neutered,4,4.0,0 days 00:08:00.000000000,2,2,0.0,Travis (TX),other,Gray
A814432,2020-03-02 15:41:00,Austin (TX),Public Assist,Normal,Cat,Domestic Medium Hair,Brown Tabby/White,2020-03-10 13:23:00,2019-03-01 00:00:00,False,Neutered,Male,Neutered,365,365.0,7 days 21:42:00.000000000,3,3,7.0,Austin (TX),Domestic Mixed Dog,Brown
A814430,2020-02-29 11:28:00,Mearns Meadow And Rutland in Austin (TX),Stray,Normal,Dog,Jack Russell Terrier Mix,White/Brown,2020-03-04 17:05:00,2019-12-07 00:00:00,False,Not neutered,Male,Neutered,61,61.0,4 days 05:37:00.000000000,2,3,4.0,Austin (TX),other,White
A814429,2020-02-29 11:28:00,Travis (TX),Owner Surrender,Normal,Dog,Shih Tzu,White/Fawn,2020-02-29 17:49:00,2015-03-01 00:00:00,False,Neutered,Male,Neutered,1825,1825.0,0 days 06:21:00.000000000,2,2,0.0,Travis (TX),other,White
A814428,2020-02-29 10:43:00,1307 East 52Nd in Austin (TX),Stray,Normal,Cat,Domestic Longhair Mix,Gray Tabby/White,2020-03-04 20:06:00,2019-11-29 00:00:00,False,Not neutered,Female,Neutered,91,91.0,4 days 09:23:00.000000000,2,3,4.0,Austin (TX),Domestic Mixed Dog,other
A814427,2020-02-29 10:43:00,1307 East 52Nd in Austin (TX),Stray,Normal,Cat,Domestic Longhair Mix,Gray Tabby,2020-03-06 17:31:00,2019-11-29 00:00:00,False,Not neutered,Female,Neutered,91,91.0,6 days 06:48:00.000000000,2,3,6.0,Austin (TX),Domestic Mixed Dog,other
A814426,2020-02-29 10:43:00,1307 East 52Nd in Austin (TX),Stray,Normal,Cat,Domestic Longhair Mix,Gray Tabby,2020-03-06 17:51:00,2019-11-29 00:00:00,False,Not neutered,Male,Neutered,91,91.0,6 days 07:08:00.000000000,2,3,6.0,Austin (TX),Domestic Mixed Dog,other
A814424,2020-02-29 10:41:00,916 East Koenig Lane in Austin (TX),Stray,Normal,Dog,Catahoula,Blue Merle,2020-03-06 18:05:00,2019-12-14 00:00:00,False,Not neutered,Female,Neutered,61,61.0,6 days 07:24:00.000000000,2,3,6.0,Austin (TX),Catahoula,Blue
A814423,2020-02-29 09:05:00,William Cannon And Bannockburn Dr in Austin (TX),Stray,Normal,Dog,Labrador Retriever/Standard Poodle,White/Black,2020-03-04 15:55:00,2019-03-01 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,4 days 06:50:00.000000000,2,3,4.0,Austin (TX),Labrador Retriever,White
A814419,2020-02-29 08:49:00,Decker Ln in Austin (TX),Stray,Normal,Dog,Siberian Husky,Black/White,2020-03-01 14:51:00,2018-03-01 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,1 days 06:02:00.000000000,2,3,1.0,Austin (TX),Siberian Husky,Black
A814402,2020-02-29 03:48:00,1801 W Wells Branch Pkwy in Travis (TX),Wildlife,Normal,Other,Bat,Brown,2020-02-29 09:40:00,2019-03-01 00:00:00,True,Not neutered,,Not neutered,365,365.0,0 days 05:52:00.000000000,2,2,0.0,Travis (TX),Bat,Brown
A814401,2020-02-29 03:35:00,12512 Old Kimbro Rd in Travis (TX),Wildlife,Normal,Other,Bat,Brown,2020-02-29 09:38:00,2018-03-01 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 06:03:00.000000000,2,2,0.0,Travis (TX),Bat,Brown
A814398,2020-02-28 22:45:00,3636 N Rr 620 in Austin (TX),Public Assist,Normal,Dog,Labrador Retriever,Black/White,2020-03-12 12:34:00,2017-02-28 00:00:00,False,Neutered,Female,Neutered,1095,1095.0,12 days 13:49:00.000000000,2,3,12.0,Austin (TX),Labrador Retriever,Black
A814395,2020-02-28 18:31:00,801 West 5Th Street in Austin (TX),Stray,Normal,Dog,Irish Wolfhound/German Shepherd,Tricolor,2020-02-29 12:33:00,2006-03-01 00:00:00,False,Neutered,Male,Neutered,5110,5110.0,0 days 18:02:00.000000000,2,2,0.0,Austin (TX),other,Tricolor
A814381,2020-02-28 16:18:00,3411 Andtree in Austin (TX),Stray,Normal,Cat,Burmese Mix,Chocolate,2020-03-05 14:57:00,2019-09-28 00:00:00,False,Not neutered,Female,Not neutered,152,152.0,5 days 22:39:00.000000000,2,3,5.0,Austin (TX),other,Brown
A814375,2020-02-28 15:45:00,1800 East Stassney Lane in Austin (TX),Stray,Normal,Dog,Cardigan Welsh Corgi Mix,Brown/White,2020-03-03 17:15:00,2018-02-28 00:00:00,False,Not neutered,Male,Neutered,730,730.0,4 days 01:30:00.000000000,2,3,4.0,Austin (TX),other,Brown
A814374,2020-02-28 15:33:00,9117 Anderson Mill Road in Austin (TX),Stray,Normal,Other,Dwarf Hotot,Gray,2020-03-03 16:47:00,2019-02-28 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,4 days 01:14:00.000000000,2,3,4.0,Austin (TX),other,Gray
A814372,2020-02-28 15:14:00,11400 Domain in Austin (TX),Stray,Normal,Dog,Golden Retriever,Gold,2020-02-28 19:14:00,2017-02-28 00:00:00,False,Not neutered,Female,Not neutered,1095,1095.0,0 days 04:00:00.000000000,2,2,0.0,Austin (TX),other,Gold
A814371,2020-02-28 15:15:00,Outside Jurisdiction,Stray,Normal,Dog,American Staffordshire Terrier,Fawn,2020-02-29 12:38:00,2019-02-28 00:00:00,False,Not neutered,Female,Not neutered,365,365.0,0 days 21:23:00.000000000,2,2,0.0,Outside Jurisdiction,other,Fawn
A814370,2020-02-28 15:15:00,Outside Jurisdiction,Stray,Normal,Dog,American Staffordshire Terrier,Fawn/White,2020-02-29 12:37:00,2019-02-28 00:00:00,False,Not neutered,Female,Not neutered,365,365.0,0 days 21:22:00.000000000,2,2,0.0,Outside Jurisdiction,other,Fawn
A814368,2020-02-28 14:15:00,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever,Black,2020-03-01 19:12:00,2019-12-13 00:00:00,False,Not neutered,Female,Neutered,61,61.0,2 days 04:57:00.000000000,2,3,2.0,Austin (TX),Labrador Retriever,Black
A814367,2020-02-28 14:15:00,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever,Black/White,2020-03-01 19:09:00,2019-12-13 00:00:00,False,Not neutered,Male,Neutered,61,61.0,2 days 04:54:00.000000000,2,3,2.0,Austin (TX),Labrador Retriever,Black
A814366,2020-02-28 14:15:00,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever,Black/White,2020-03-02 13:02:00,2019-12-13 00:00:00,False,Not neutered,Male,Neutered,61,61.0,2 days 22:47:00.000000000,2,3,2.0,Austin (TX),Labrador Retriever,Black
A814365,2020-02-28 14:12:00,Travis (TX),Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,2020-03-02 14:07:00,2007-02-28 00:00:00,False,Neutered,Female,Neutered,4745,4745.0,2 days 23:55:00.000000000,2,3,2.0,Travis (TX),Domestic Mixed Dog,Brown
A814364,2020-02-28 14:12:00,Travis (TX),Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue,2020-03-02 14:09:00,2007-02-28 00:00:00,False,Neutered,Female,Neutered,4745,4745.0,2 days 23:57:00.000000000,2,3,2.0,Travis (TX),Domestic Mixed Dog,Blue
A814363,2020-02-28 14:15:00,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever,White,2020-03-01 16:41:00,2019-12-13 00:00:00,False,Not neutered,Female,Neutered,61,61.0,2 days 02:26:00.000000000,2,3,2.0,Austin (TX),Labrador Retriever,White
A814361,2020-02-28 14:01:00,Travis (TX),Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Brown,2020-03-10 12:54:00,2020-02-19 00:00:00,True,Not neutered,,Not neutered,7,14.0,10 days 22:53:00.000000000,2,3,10.0,Travis (TX),Chihuahua ,Brown
A814360,2020-02-28 14:01:00,Travis (TX),Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Brown,2020-03-17 15:21:00,2020-02-19 00:00:00,True,Not neutered,,Not neutered,7,21.0,18 days 01:20:00.000000000,2,3,18.0,Travis (TX),Chihuahua ,Brown
A814359,2020-02-28 14:01:00,Travis (TX),Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Tricolor,2020-03-18 11:38:00,2020-02-19 00:00:00,False,Not neutered,Female,Not neutered,7,28.0,18 days 21:37:00.000000000,2,3,18.0,Travis (TX),Chihuahua ,Tricolor
A814358,2020-02-28 13:59:00,Austin (TX),Owner Surrender,Sick,Dog,Chihuahua Shorthair,White/Brown,2020-02-28 19:24:00,2019-11-28 00:00:00,False,Not neutered,Female,Not neutered,91,91.0,0 days 05:25:00.000000000,2,2,0.0,Austin (TX),Chihuahua ,White
A814354,2020-02-28 13:20:00,8600 N Lamar Blvd in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Black Smoke/White,2020-03-04 00:00:00,2018-02-28 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,4 days 10:40:00.000000000,2,3,4.0,Austin (TX),Domestic Mixed Dog,other
A814353,2020-02-28 13:04:00,12670 Lime Creek Rd in Leander (TX),Stray,Normal,Cat,Abyssinian,Brown Tabby/White,2020-02-29 14:27:00,2019-10-28 00:00:00,False,Neutered,Male,Neutered,122,122.0,1 days 01:23:00.000000000,2,2,1.0,Leander (TX),other,Brown
A814352,2020-02-28 12:42:00,8600 North Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Border Terrier,Black/Brown,2020-03-03 14:46:00,2019-08-28 00:00:00,False,Not neutered,Female,Neutered,182,182.0,4 days 02:04:00.000000000,2,3,4.0,Austin (TX),other,Black
A814351,2020-02-28 12:25:00,1817 Webberville Drive in Austin (TX),Stray,Normal,Dog,Border Collie,Black/White,2020-03-12 12:10:00,2019-02-28 00:00:00,False,Not neutered,Male,Neutered,365,365.0,12 days 23:45:00.000000000,2,3,12.0,Austin (TX),other,Black
A814350,2020-02-28 12:25:00,1817 Webberville Drive in Austin (TX),Stray,Normal,Dog,Siberian Husky/Alaskan Malamute,Sable/White,2020-03-07 16:25:00,2019-02-28 00:00:00,False,Not neutered,Female,Neutered,365,365.0,8 days 04:00:00.000000000,2,3,8.0,Austin (TX),Siberian Husky,other
A814349,2020-02-28 12:27:00,Tech Ridge Boulevard And Mccallen Pass in Austin (TX),Stray,Normal,Dog,Australian Cattle Dog,Blue Tick/Tricolor,2020-03-07 12:16:00,2019-02-28 00:00:00,False,Not neutered,Male,Neutered,365,365.0,7 days 23:49:00.000000000,2,3,7.0,Austin (TX),other,Blue
